700258 01
000279,000374,000521,0009DA,000D1E,000DE1,001D5D,001FC0,7C7B8B,B85B6C,E4A387,F89D0D,FC10BD,FC52CE,002025,0030C6,00C0CB,00E080,080025 Control
000FFF Control4
003046,00E059 Controlled
000CC2,0060C9 ControlNet
B4DD15 ControlThings
504B5B CONTROLtronic
006054 CONTROLWARE
000682 Convedia
B87447 Convergence
0030B0 Convergenet
0019F4 Convergens
00D010 CONVERGENT
985E1B ConversDigital
F473CA Conversion
001E51 Converter
00A0D9 CONVEX
0024E1,741B39 Convey
00D0F0 CONVISION
0000AC CONWARE
FC9FE1 CONWIN
001BF6 CONWISE
E80115 COOCAA
283B96 Cool
1C97FB CoolBitX
C8A40D Cooler
001603 COOLKSKY
001D05 Cooper
00266F Coordiwise
1C9F4E,D83EEF COOSEA
00261D COP
000ED5 COPAN
000AF6,50206B Copeland
00406C COPERNIQUE
001AF8 Copley
006058 COPPER
0090FD CopperCom
4CDC0D,0080E3 Coral
1C52A7 Coram
00A0B7 CORDANT
00506E CORDER
00030E,000AFC,0014A2,002664,6C6EFE,F8572E,00176D,001C29,BC4E3C Core
000AD4 CoreBell
0090A3 Corecess
00137E CorEdge
0835B2 CoreEdge
000A79,002687,00041D corega
001AAC Corelatus
0060B8 CORELIS
B47447 CoreOS
0014B3 CoreStar
A0BFA5 CORESYS
001FFA Coretree
005041 Coretronic
188410 CoreTrust
1C7CC7,C8DEC9 Coriant
000BC2 Corinex
988BAD Corintech
000273 Coriolis
9043E2 Cornami
D0066A Cornelis
000A7B Cornelius
0021C3,006055 CORNELL
000323,00101B Cornet
003035 Corning
00406E COROLLARY
00C01A COROMETRICS
001461 CORONA
28CCFF Corporacion
00C0B5 CORPORATE
8427CE Corporation
000B0B Corrent
0008DB Corrigent
2829CC Corsa
807B1E Corsair
FCB577 Cortex
001325 Cortina
FC0647 Cortland
0007B8 Corvalent
002234 Corventis
005072 CORVIS
08004D CORVUS
000803 Cos
7CBB6F Cosco
98EC65 Cosesy
00D07D COSINE
000DC7 COSMIC
6C4329 COSMIQ
000237,000F1D,D4945A Cosmo
2CBACA,F0AE66 Cosonic
0025B7,A0C2DE Costar
F08BFE COSTEL
B48910 Coster
00E0B7 Cosworth
FC7F56 CoSyst
005026 COSYSTEMS
0003BC COT
000215 Cotas
001116 COTEAU
001172 COTRON
E828D5 Cots
0024B1 Coulomb
00A029 COULTER
0020C3 COUNTER
08005E COUNTERPOINT
F49466 CountMax
683B1E Countwise
0007E5 Coup
205A00 Coval
001C6B COVAX
0014DD Covergence
0013E3 CoVi
00246B Covia
001D47 Covote
001CDD COWBELL
001E55 COWON
B8D309,603FC5 Cox
0010B7,F4E204 COYOTE
4C2258 cozybit
000999,003015,140708 CP
EC7D9D CPI
001D58 CQ
003079 CQOS
0007DD Cradle
003044,00E01C CradlePoint
001C86 Cranite
000409 Cratos
000EAB,0040A6,00006D,000080 Cray
9CB793 Creatcomm
AC867E Create
3C02B1 Creation
0005E2 Creativ
00023C,1459C3,7CEF18,C0CFA3,F02A23,0080A2,00A018,00C04B Creative
144319 Creative&Link
0007CA Creatix
2CA89C Creatz
E00DB9 Cree
B45861 CRemote
38127B Crenet
0025FF CreNova
24B88C Crenus
48E9CA creoline
E06CA6 Creotech
94CDAC Creowave
000E27 Crere
001DB1 Crescendo
00D0B6 CRESCENT
000ED4 CRESITT
000C3E Crest
00107F,C44268 CRESTRON
BC2B1E,001809,1406A7,3053C1,7445CE,E89E13 Cresyn
00163F CReTE
000A89 Creval
0014F7 CREVIS
000270 Crewave
ACD180 Crexendo
001E89 CRFS
FC97A8 Cricut
000A62 Crinis
00002B CRISP
00A0C4 CRISTIE
00909E Critical
44599F Criticare
080004 CROMEMCO
6010A2 Crompton
40BC73 Cronoplast
000598 CRONOS
000994 Cronyx
0017C6,84F64C Cross
0003D2 Crossbeam
001A4C Crossbow
000098 CROSSCOMM
000633,00308E Crossmatch
000609 Crossport
00E002 CROSSROADS
84ACFB Crouzet
0013A1 Crow
000A40 Crown
24C1BD CRRC
60F59C CRU-Dataport
00008D Cryptek
001846,009029 Crypto
001E34 CryptoMetrics
001464 Cryptosoft
001EB1 Cryptsoft
0090D6,0091D6,84DE3D,006011 Crystal
58B9E1 Crystalfontz
0008F2 C&S
00005D,0002E9,0018C3,00A05D,38C7BA CS
78DDD6 c-scape
000703 CSEE
189A67 CSE-Servelec
24ECD6 CSG
0010C3 CSI-CONTROL
00A014 CSIR
0021C6 CSJ
00800B CSK
54AED2 CSL
D46CDA CSM
001C60 CSP
00E041 CSPI
AC2A0C CSR
000038,0012CB CSS
00243B CSSI
0475F5 CSST
BC39A6 CSUN
AC40EA C&T
0002AB CTC
547A52 CTE
000EDA C-TECH
2486F4,2CFCE4 Ctek
002525 CTERA
0010EE CTI
2C228B CTR
00199C CTRING
0026F0 cTrixs
7048B5,94CE31 CTS
001191 CTS-Clima
B4CDF5 CUB
001548 CUBE
A8B028 CubePilot
000CAA,000E96,00148D Cubic
002094 CUBIX
D8209F Cubro
F42012 Cuciniale
88ED1C Cudo
C02DEE Cuff
B07908 Cummings
001CE8 Cummins
0023CF CUMMINS-ALLISON
443839,0080E8 Cumulus
CC3B58 Curiouser
0CC731 Currant
0011DF,8CC661 Current
14A72B currentoptronics
001B3E,7C0187 Curtis
001BAC Curtiss
000C4D Curtiss-Wright
409CA6 Curvalux
001607 Curves
1CFF3F Cust2mate
0001CE,000EE2,001CDC Custom
002601 Cutera
00D0AF CUTLER-HAMMER
A8CE90 CVC
50D213 CviLux
D4E90B CVT
EC2C11 CWD
001C07 Cwlinux
0016A8 CWT
002513 CXP
001B7D CXR
001D99 Cyan
C43C3C CYBELEC
00046C,0005AB,0009E6,001AB2,84A991 Cyber
BCB852 Cybera
001A7D cyber-blue
000433 Cyberboard
0020F7 CYBERDATA
002206 Cyberdyne
008065 CYBERGRAPHIC
000D05,00125D cybernet
000B56,003068 Cybernetics
000174 CyberOptics
000440 cyberPIXIE
000C15 CyberPower
BCA9D6 Cyber-Rain
000136,0045E2,0090A2,24FE9A,283926,6014B3,702559,784561,B0FC36,C83DD4 CyberTAN
0020DD Cybertec
001D02,001FB1 Cybertech
5C8778 Cybertelbridge
001DF9 Cybiotronics
2C3796 CYBO
00602E CYCLADES
00604E CYCLE
00804D CYCLONE
08A8A1 Cyclotronics
94D019 Cydle
0021FF Cyfrowy
2464EF CYG
000B3C Cygnal
000162,08004F Cygnet
000C4A Cygnus
78F276 Cyklop
00A035 CYLINK
000FEB Cylon
001769 Cymphonix
00210C Cymtec
08B2A3 Cynny
78DAA2 Cynosure
B8BA72 Cynove
0022D6 Cypak
0025B9,146A0B,F82285,00A050 Cypress
001037 CYQ
003090 CYRA
000318 Cyras
001711 Cytiva
001553 Cytyc
001E2C CyVerse
981DAC Cyviz
50053D CyWee
000446 CYZENTECH
D858D7 CZ
001817,7CA29B,94E226 D
BCD5B6 d2d
0018B7 D3
002247 DAC
00808B DACOLL
0017E1 DACOS
24BE18 DADOUTEK
5C22C4 DAE
00076C Daehanet
0026A8,7846C4,78CB68 DAEHAP
B4B265 DAEHO
0017DC DAEMYUNG
0004E4 Daeryung
F897CF DAESHIN-INFORMATION
3C1040,48ED80 daesung
000AC4,009053,00C077 Daewoo
181714 DAEWOOIS
78A6BD DAEYEON
9CFA3C,E80C38 Daeyoung
0013FF Dage-MTI
001752,0CC6AC DAGS
0012B1 Dai
00033C Daiden
002528 Daido
B4EF04 DAIHAN
00074B Daihen
000B01 DAIICHI
001F98 DAIICHI-DENTSU
04ED62,601803,644EEB,00804F Daikin
983071 DAIKYUNG
54726E Daimler
005038 DAIN
00155A,00D019 DAINIPPON
002281 Daintree
58D6D3 Dairy
0009FE,080050 Daisy
001E4E DAKO
000462 DAKOS
0009EC Daktronics
24BC82 Dali
0016F5,1C1CFD,7C1AFC,B46D35,00D033,308976 Dalian
006035 DALLAS
000B02 Dallmeier
7CC8D7 Damalisk
7C1476 Damall
00161A Dametric
000FE3 Damm
00007A DANA
00231B Danaher
745933 Danal
000536 Danam
000733 DANCONTROL
0011E4 Danelec
000768,000B2D,001B08,289EDF,58570D Danfoss
000C49 Dangaard
00059D,00A005 Daniel
001491 Daniels
E467BA Danish
0890BA,4CCE2D Danlaw
00196B Danpex
0016AB Dansensor
080075 DANSK
0020E9 DANTEL
00256F Dantherm
D8F8AF DAONTEC
0005D2 DAP
0002B4 DAPHNE
000873 DapTechnology
001322,00236F DAQ
8887DD DarbeeVision
000FF6,ECEA03 DARFON
000198 Darim
CC2C83 DarkMatter
0000D7 DARTMOUTH
00178A DARTS
10880F Daruma
B8477A,001CE0,00D0CB,182CA9,18D071,2443E2,54AED0,64681A,DC4965,F42756 Dasan
BC9DA5 DASCOM
0000AE DASSAULT
001DDD,A0E295 DAT
0001FF,00021D,0002C6,000736,0009AA,000A3F,001228,001263,001327,0014E1,001511,001A62,0022EB,006060,00A055,40AC8D,68F125,70F176,0010BB,0010C7,002041,00206D,0070B3,008038,00902C,00902D,00C084,00E0E9,0270B3 Data
0000B5 DATABILITY
000F78 Datacap
00024E Datacard
407955 Datacolor
0014E2,00400F,0040A9 datacom
E03E7D data-complex
449F7F,0030D9 DataCore
00C058 DATAEXPERT
0025D9,0030FF DataFab
E4F7A1 Datafox
0060F7 DATAFUSION
C46DF1 DataGravity
00008A DATAHOUSE
000020 DATAINDUSTRIER
00211D Dataline
001183,001867,0007BE Datalogic
00C042 DATALUX
000D70 Datamax
008080 DATAMEDIA
002042 DATAMETRICS
0014D5,001EA8,1C27DD,F80BD0 Datang
00A084 Dataplex
000015 DATAPOINT
000A4B DataPower
000DAD Dataprobe
00C025 DATAPRODUCTS
001B81 DATAQ
00260C Dataram
CCDB04 DataRemote
000C7A DaTARIUS
001AF7 dataschalt
002352 DATASENSOR
000976 Datasoft
000669 Datasound
0014D7 Datastore
00242E Datastrip
0014AF Datasym
00C5DB,004061 Datatech
0020E8 DATATREK
001BCF Dataupia
000BCA DATAVAN
000B83 DATAWATT
000FCF DataWind
000F55 Datawire
00E0DE DATAX
68AAD2 DATECS
000BE6 Datel
0006CE DATENO
00E0D3 DATENTECHNIK
004097 DATEX
002593 DatNet
00503A DATONG
A48269 Datrium
001FA2 Datron
D048F3 DATTUS
001978 Datum
00809E DATUS
001264 daum
00C0EC DAUPHIN
00157C Dave
00606E DAVICOM
00B56D,50A6E3,080044 David
001D0A Davis
001BCD DAVISCOMMS
486EFB,54FF82 Davit
000852,6029D5 Davolink
001843 Dawevision
00A07B DAWN
E8611F Dawning
0018B4,F4DCA5 Dawon
000F5C Day
008019 DAYNA
8C31E2 DAYOUPLUS
002653 DaySequerra
00202E DAYSTAR
0003F3 Dazzle
3CC0C6 d&b
1C8E8E DB
D47350,E4922A DBG
0021A4 Dbii
383F10 DBL
000B0A dBm
002577 D-BOX
8C5CA1 d-broad
001F91 DBS
0010EF DBTEL
0009D7 DC
00004D,0015A5 DCI
CCEA1C DCONWORKS
0060C6 DCS
00241F DCT-Delta
005090 DCTRI
00C14F DDL
001E9E ddm
EC93ED DDoS-Guard
002329 DDRdrive
001522 Dea
00905A DEARBORN
6C1811 Decatur
30A889 DECIMATOR
00E0F6 DECISION
F490EA Deciso
001743 Deck
001202 Decrane
000E77 Decru
00124A,00AD63,380FE4,E455EA,00D0D9 Dedicated
F4F646 Dediprog
E8A4C1 Deep
583526 DEEPLET
001B87 Deepsound
C48FC1 DEEPTRACK
001741 DEFIDEV
98208E Definium
001D52 Defzone
B43DB2 Degreane
B06971 DEI
00141A DEICY
002677 DEIF
54098D deister
6828BA Dejai
0026CF DEKA
0014F4 DekTec
A48E0A DeLaval
000FC0 DELCOMp
00240C DELEC
00904E DELEM
000097,000144,00065B,000874,000BDB,000D56,000F1F,001143,00123F,001248,001372,001422,001530,0015C5,0016F0,00188B,0019B9,001AA0,001C23,001D09,001E4F,001EC9,002170,00219B,002219,0023AE,0024E8,002564,0026B9,004E01,006048,00B0D0,00BE43,00C04F,0464FA,04BF1B,08001B,089204,0C29EF,106530,107D1A,109819,109836,141877,149ECF,14B31F,14FEB5,180373,185A58,1866DA,18A99B,18DBF2,18FB7B,1C4024,1C721D,20040F,204747,208810,2453ED,246E96,247152,24B6FD,2800AF,28F10E,2CEA7F,30D042,3417EB,3448ED,34735A,34E6D7,381428,3C25F8,3C2C30,405CFD,40BA09,44A842,484D7E,4C7625,4CC5D9,4CD717,4CD98F,509A4C,544810,549F35,54BF64,588A5A,5C260A,5CF9DD,601895,605B30,64006A,64B94E,684F64,6C2B59,6C3C8C,70B5E8,747827,74867A,7486E2,74E6E2,782BCB,7845C4,78AC44,7CC95A,801844,842B2B,845C31,847BEB,848F69,886FD4,8C04BA,8C47BE,8CCF09,8CE9FF,8CEC4B,908D6E,90B11C,94105A,9840BB,989096,98E743,A02919,A41F72,A44CC8,A4BADB,A4BB6D,A83CA5,A89969,AC1A3D,AC91A1,ACB480,B04F13,B07B25,B083FE,B44506,B4E10F,B4E9B8,B82A72,B88584,B8AC6F,B8CA3A,B8CB29,BC305B,C025A5,C03EBA,C0470E,C45AB1,C4CBE1,C4D6D3,C81F66,C84BD6,C8F750,CC483A,CC96E5,CCC5E5,D0431E,D0460C,D067E5,D08E79,D09466,D0C1B5,D481D7,D4A2CD,D4AE52,D4BED7,D4BED9,D89EF3,D8D090,DCF401,E0D848,E0DB55,E4434B,E454E8,E4B97A,E4F004,E8655F,E8B265,E8B5D0,E8CF83,EC2A72,ECF4BB,F01FAF,F04DA2,F0D4E2,F40270,F48E38,F4EE08,F8B156,F8BC12,F8CAB8,F8DB88,FC4CEA Dell
28C825 DellKing
001AA3 DELORME
D4024A Delphian
5CE223 Delphin
00066E,000F5B,001249,001823,18BE92,20780B,20F85E,300B9C,5C8DE5,6CB9C5,88B168,F4E142,001A25,0030AB,0040AE,0050A0 Delta
00231D Deltacom
00D0AB DELTAKABEL
58E747 Deltanet
001A26 Deltanode
F8AC6D Deltenna
000483 Deltron
00198E,00F871,8449EE,98D93D Demant
28052E Dematic
0023E8 Demco
E8EADA Denkovi
0000CC DENSAN
68CCBA Dense
0020DC DENSITRON
00C059,0C01C8,189578 DENSO
000D63 DENT
000D11 DENTSPLY
000F77 DENTUM
F8516D Denwa
A4E391 DENY
000572 Deonet
3018CF DEOS
443EB2 DEOTRON
64E161,88D7BC DEP
00C04C DEPARTMENT
F8CC6E DEPO
00179C DEPRAG
30AE7B Deqing
9CBD6E DERA
4000E0,B8B3DC Derek
0003DF Desana
002284,480362 DESAY
2CDC78 Descartes
000CCB,001D03,002232,00C031 Design
002486 DesignArt
00245C Design-Com
00A08F DESKNET
00E040 DeskStation
F8AAB3 DESSMANN
003042 DeTeWe-Deutsche
E05DA6 Detlef
D8C3FB DETRACOM
60B933 Deutron
E0AF4F,00204F Deutsche
001411 Deutschmann
D8445C DEV
308944 DEVA
0015BC Develco
0000D0 DEVELCON
00E076 DEVELOPMENT
001909 DEVI
7CC4EF Devialet
000E6C Device
2CE2A8 DeviceDesign
000E81 Devicescape
240917 Devlin
2C073C DEVLINE
000B3B,30D32D,88FCA6,B8BEF4,BCF2AF,F4068D devolo
001C59 DEVON
3C300C Dewar
700BC0,D816C1 Dewav
0013F8 Dex
3C6A9D Dexatek
009046 DEXDYNE
64317E Dexin
B40AC6 DEXON
001171 DEXTER
40E730 DEY
247E7F D-Fend
000129,A41CB4 DFI
001555 DFM
A46E79 DFT
00156A DG2L
001F23 DGS
001318 DGSTATION
000FBF DGT
00E070,0CE5D3 DH
78CB33 DHC
000A63 DHD
B0F1BC Dhemax
001059 DIABLO
000C14 Diagnostic
0006B3 Diagraph
001C8C DIAL
000FAF,482335,80EACA,D43D39 Dialog
006068,00A0E6 Dialogic
00095D Dialogue
E866C4 Diamanti
0006D5,0000F5,00103A,0060F9,009000 Diamond
D4F207 DIAODIAO
00C001 DIATEK
00E00A DIBA
0008EF DIBAL
00167E DIBOSS
000182 DICA
00C0A5 DICKENS
00E0F8 DICNA
00D0EE DICTAPHONE
E4695A Dictum
000351,000356,3CBD14 Diebold
9092B4,94A40C,702E80 Diehl
F46349 Diffon
0040DF,488E42 DIGALOG
000D7A DiGATTO
001F86 digEcor
00067F,0006F0 Digeo
5876C5 DIGI
0050CD DIGIANSWER
60C727,00409D Digiboard
641C67 DIGIBRAS
00225D Digicable
A8329A,00E0EB Digicom
000F02 Digicube
00909F DIGI-DATA
0CB4EF Digience
001E26 Digifriends
00D062 DIGIGRAM
00183E Digilent
900D66 Digimore
00119D Diginfo
000DE4 DIGINICS
000618 DigiPower
6C09D6 Digiquest
000DC6 DigiRose
54A245 Digisol
40BF17 Digistar
E86D54,00171D Digit
282373 Digita
00015A,0001B2,0001FD,00030F,000390,0004AF,000562,0005C0,00091B,000AB5,000B94,000CFA,000E44,000EC5,000F76,00116B,001190,00127E,001287,0015A6,001968,001A46,001B61,001D17,001E1B,001E60,001ED8,0023BD,002439,002532,002685,00600D,144978,202DF8,4022ED,545414,54847B,584CEE,640B4A,68193F,6CAB4D,A49B13,A8DC5A,AC915D,E4388C,0000F8,00015F,0001FE,000881,00106A,0010FE,0015C0,001F56,00203A,0020CA,0020CC,0021B1,003012,004032,0040AF,0050D3,00606D,006084,008011,00901B,0090B7,00A0C0,00C041,08002B,18863A,AA0000,AA0001,AA0002,AA0003,AA0004 Digital
0024DF Digitalbox
00907C DIGITALCAST
000F01 DIGITALKS
000F1C DigitAll
009091 DigitalScape
000359 DigitalSis
E0F211 Digitalwatt
0014CD DigitalZone
00263A Digitec
00A049 DIGITECH
00505E DIGITEK
000333,00046F Digitel
001D91 Digitize
00305D DIGITRA
001BF8 Digitrax
0011FF Digitro
ACFAA5,50B363 digitron
18AF9F DIGITRONIC
001F24 DIGITVIEW
000FD3 Digium
E064BB DigiView
ECBBAE Digivoice
001462 Digiwell
001BFD Dignsys
180675 Dilax
001568 Dilithium
002405 Dilog
00E0AB DIMAT
9C4563 DIMEP
001E2F DiMoto
00253B din
BCC168 DinBox
001DEB DINEC
F891F5 Dingtian
7897C3 DINGXIN
F8A03D Dinstar
00E0EF DIONEX
000FC7 Dionica
001A71 Diostech
B07D62,F8EA0A Dipl
000895 DIRC
B42CBE Direct
FC683E Directed
742EFC DirectPacket
A05DE7 DIRECTV
508C77 DIRMEIER
000548 Disco
2CDD0C Discovergy
0030CA,9C2840,E48C0F Discovery
000889,0024AF,0064AF,04C9D9,285767,4C82CF,88B6EE Dish
C4FCE4 DishTV
000813 Diskbank
0013DA Diskware
8C0FA0 di-soric
000D32 DispenseSource
A863DF DISPLAIRE
0021E5,C86C1E Display
000F9D,6CA936 DisplayLink
988217,F0B5B7 Disruptive
0090E2,00C09D DISTRIBUTED
00E025 dit
00D002 DITECH
00D04D DIV
00084E DivergeNet
942A3F Diversey
00199B,002013 Diversified
001B88 Divinet
003014 DIVIO
000D51 DIVR
6CB6CA DIVUS
2C459A,742EC1 Dixon
001549 Dixtal
002330 DIZIPIA
9C5A8A,EC72F7 DJI
8CE78C DK
00199F DKT
906DC8 DLG
A0A130 DLI
000D88,000F3D,001195,001346,0015E9,00179A,00195B,001B11,001CF0,001E58,002191,0022B0,002401,00265A,0050BA,00AD24,04BAD6,085A11,0C0E76,0CB6D2,1062EB,10BEF5,14D64D,180F76,1C5F2B,1C7EE5,1CAFF7,1CBDB9,28107B,283B82,34029C,340804,340A33,3C1E04,3C3332,4086CB,409BCD,48EE0C,54B80A,58D56E,5CD998,60634C,642943,6C198F,6C7220,7062B8,74DADA,78321B,78542E,7898E8,802689,84C9B2,8876B9,908D78,9094E4,9CD643,A09F7A,A0A3F0,A0AB1B,A42A95,A8637D,ACF1DF,B0C554,B437D8,B8A386,BC0F9A,BC2228,BCF685,C0A0BB,C412F5,C4A81D,C4E90A,C8787D,C8BE19,C8D3A3,CCB255,D032C3,D8FEE3,DCEAE7,E01CFC,E46F13,E8CC18,EC2280,ECADE0,F07D68,F0B4D2,F48CEB,F8E903,FC7516,00055D,0080C8 D-Link
008007 DLOG
C81AFE DLOGIC
90CF6F Dlogixs
EC8EAD DLX
0005CD,000678,8CA96F D&M
AC20AA DMATEK
001589 D-MAX
000450 DMD
0C5842 DME
7CEB7F Dmet
0080B8 DMG
0016F2 Dmobile
001BEB DMP
00A06B DMS
000289 DNE
000BFB D-NET
001064 DNPG
7066E1 dnt
001A3B Doah
C06C0F Dobbs
001ED4 Doble
001960 DoCoMo
0080C4 DOCUMENT
00C066 DOCUPOINT
B4218A Dog
0012A6,00D046 Dolby
0C5CD8 DOLI
0012A5,0C9F71 Dolphin
0C3C65 Dome
009007 DOMEX
000963,C4198B Dominion
10C60C Domino
00116A,98499F Domo
00248F DO-MONIX
005055 DOMS
28DE59 Domus
84652B Donaldson
D0738E DONG
001A3A Dongahelecomm
0C73BE,146C27,1865C7,189C2C,18B96E,1C919D,201B88,243CB0,24B231,3409C9,3C792B,54E2C8,6C0DE1,6CEBB2,7089F5,7484E1,7CC95E,88B8D0,90EF4A,9C19C2,9C4952,9CCD42,A4C139,B0BD1B,B0F00C,C43396,C88A83,E00871,E06781,E8ECA3,F0BE25,F4B62D,00B4F5,28FE65,2CDA3F,4CFE2E,8C2A8E,B04FA6,1C5216,34E0D7,3CC786,5C86C1,A865B2,D43AE9 Dongguan
0805CD DongGuang
000399 Dongju
7CDA84 Dongnian
00175D Dongseo
0006E6,000F8E DongYang
001684 Donjin
00D0E0 DOOIN
001964 Doorking
D47F78 Dopple
ACE5F0 Doppler
00111F Doremi
000BD7 DORMA
000E2A,FC2CFD dormakaba
001D29,98BA39 Doro
000DA4 DOSCH
001ED3 Dot
0001FB DoTop
0002BF dotRocket
000C22 Double
0023F9 Double-Take
00093F Double-Win
44B994 Douglas
C853E1 Douyin
0016A6 Dovado
0020A1 DOVATRON
0000B7 DOVE
D89136 Dover
0008D8 Dowkey
641E81 Dowslake
0090C9 DPAC
001081 DPS
F45FF7 DQ
0015E2,3C894D,F0E5C3 Dr
000F64 D&R
000056,00A0CD DR
00105D,0030E6 Draeger
A84041 Dragino
B8C1A2 Dragon
CCDC55 Dragonchip
000758,8C5E4D DragonWave
584D42 Dragos
000132 Dranetz
001DAA,00507F,1449BC DrayTek
94C36B DRD
0015E3,041D10 Dream
A45FB9 DreamBig
00AEF7,70C932 Dreame
000934 Dream-Multimedia-Tv
0018CE Dreamtech
A4431B Dreamtek
00212E dresden-elektronik
0030D5 DResearch
00155C Dresser
004098 DRESSLER
0004D1 Drew
B8B2F7 DRIMAES
5009E5 Drimsys
0016B2 DriveCam
844076,A4C0B0 Drivenets
6836B5 DriveScale
AC6123 Drivven
BC54F9 Drogoo
C40898 Dropbeats
308CFB Dropcam
000599,000D43,00253D,00A001,00D0B3,F8051C DRS
C4FDE6 DRTECH
849C02 Druid
583112 DRUST
641ABA Dryad
0024E0,A462DF,D0BD01 DS
00251D,0030FE DSA
006021,00C0E0 DSC
5C8217 DSE
0030EE DSG
00168C DSL
000221,002001 DSP
644D70 dSPACE
3CF52C DSPECIALISTS
041E7A DSPWorks
609084 DSSD
000866 DSX
001879 dSys
448E12 DT
002154 D-TACQ
0026E3,B41780 DTI
001B73 DTL
48007D DTS
000214 DTVRO
000016 DU
00C03A,543B30,748F4D duagon
00C0A3 DUAL
000F33 DUALi
447BC4 DualShine
001C9E Dualtech
001908 Duaxes
00176E DUCATI
D09380 Ducere
0026AF Duelco
001935 DUERR
0080AB DUKANE
24C35D Duke
44658A Dukelana
14C089 DUNE
E41FE9 Dunkermotoren
00063A Dura
F05DC8 Duracell
90C952 Durin
105CBF DuroByte
10AEA5 Duskrise
00170D Dust
BC6D05 Dusun
00E027 DUX
001CB6 Duzon
000553 DVC
000104 DVICO
20BFDB DVL
F04335 DVN
845787 DVR
0025F5,00607A DVS
009068 DVT
008073 DWB
2C67BE,589B4A,70F82B,78B213,7C8FDE,983B67,E00EE4,E42686,F8AA3F DWnet
0002FA,A46EA7 DX
0002ED DXO
00807F DY-4
F05D89 Dycon
0024AA Dycor
001F5E Dyna
00D089 DYNACOLOR
4CEFE1 Dynacon
00137D Dynalab
50ADD5 Dynalec
000D79,000E28,001DBB,00174D Dynamic
B01203 Dynamics
0016E7 Dynamix
243C20 Dynamode
143AEA Dynapower
0030F8 Dynapro
0090DA DYNARC
008008 DYNATECH
00C037 DYNATEM
000DCE Dynavac
001AF2 Dynavisions
446FF8,C0AFF2,C8FF77 Dyson
CCA0E5 DZG
00069A,00161C,0002E8,0008B8,0015A1,00E033,2418C0,38B5BD,7C50DA,CCF55F e
001870 E28
000FAE E2O
00129B E2S
001828 e2v
442AFF,584925 E3
D8C99D EA
00135E EAB
00E067 eac
00B0EC EACEM
049B9C Eadingcore
000A3E EADS
948B03 EAGET
000597,5481AD,0020C5,008029,00804B,00A0B9,CCB8F1,F4A294 Eagle
000659 EAL
107636,148554,2051F5,2C7360,44F53E,485C2C,487E48,4C0FC7,547787,603573,64BB1E,68B9C2,6CE8C6,8842D0,9CB1DC,A87116,ACF42C,B02EBA,B447F5,B859CE,B8C6AA,BCC7DA,D49FF9,F09602 Earda
001767 Earforce
C0A39E EarthCam
001E1D,A8CB95 East
7006AC Eastcompeace
001471,002570,0025D1,00E013 Eastern
00075C Eastman
0009A8 Eastmode
0CCDD3 EASTRIVER
6044F5,84509A Easy
0021F2 EASY3CALL
00239A EasyData
38D135 EasyIO
88B66B easynetworks
783F15 EasySYNC
00054B,000CC1,001345,001645,001864,002085,0022D5,008099 Eaton
000C84 Eazix
403668 E&B
7C438F E-Band
74DBD1 Ebay
000B95 eBet
F81E6F EBG
5403F5 EBN
00200F EBRAINS
000CA9 Ebtron
085240 EbV
F84D8B ecamtek
000EB5 Ecastle
EC7FC6 ECCEL
00C040 ECCI
009042 ECCS
00A0CE Ecessa
00D071 ECHELON
001486,001047 Echo
001C08 Echo360
344CC8 Echodyne
0012BC Echolab
F0D657 ECHOSENS
000DC5 EchoStar
B0BD6D Echostreams
F46F4E Echowell
00020E,00065F,0016FA,00208F,30C507,CC40B2,F854AF ECI
5076A6 Ecil
00057E Eckelmann
001C3E ECKey
001A96 ECLER
000D91,3CD9CE,AC4122 Eclipse
E482FF Ecliptic
001326 ECM
382B78 ECO
446132 ecobee
30F6B9 Ecocentric
50DCFC ECOCOM
001E12 Ecolab
0060D7 ECOLE
DC1A01 Ecoliv
0013B3 Ecom
64351C e-CON
000481 Econolite
00019D E-Control
2C0033 EControls
0007DE eCopilt
001E8A eCopy
346E8A Ecosense
A4D1D1 ECOtality
F8DADF EcoTech
0030B9 ECTEL
00D048 ECTON
001B02 ED
00A04D EDA
6CA682 EDAM
00142B,9C1465 Edata
48DA96 Eddy
EC9233 Eddyfi
006014 EDEC
98BC99 Edeltech
C0A0E2,00C024 Eden
00506A EDEVA
0002F2 eDevice
001456,78047A,001AE1 Edge
04F8F8,0CE0FC,14448F,1CEA0B,243408,34EFB6,3C2C99,4445BA,5C1783,68215F,7C8D9C,80A235,8CEA1B,902D77,903CB3,94EF97,98192C,A01AE3,A47D78,A827C8,A82BB5,B46AD4,B86A97,C0C989,CC37AB,D077CE,D4DC85,E001A6,E49D73,F88EA1,7072CF Edgecore
0007E6 edgeflow
00E061 EdgePoint
FC9BD4 EdgeQ
001FE0 EdgeVelocity
001BD9,543968 Edgewater
0007E8 EdgeWave
0CCDFB EDIC
08F0B6,0CAEBD,5CC6E9,60F43A,646876,6C1629,B4E7B3,C82478,CC14BC,FCE806 Edifier
0000B4,000E2E,001F1F,0050FC,08BEAC,74DA38,801F02 Edimax
74721E,B01743 Edison
545DD9 EDISTEC
0017A8 EDM
00905C,1C234F,441102,E4FED9 EDMI
00106C EDNT
00199A EDO-EVI
702B1D E-Domus
688AB5 EDP
E44F5F EDS
000177 EDSL
00185C EDSLAB
